|id|date|time|tweet|cleaned_text|Subjectivity|Polarity|Analysis_Polarity|Analysis_Subjectivity|label
15624|1.55265E+18|28-07-2022|9.40.23|@tr4insimulat0r @LizzyPrinceton @KyivIndependent There are tons of dictatorships in history. And people could always do something. For some reason, many people believe that only russians can't do anything. The society in russia just likes both the war and|ton dictatorship history people could always something reason many people believe russian cant anything society russia like war putin ukraine also authoritarian 20122014 chose freedom|0.25|0.25|Positive|Opinion|spam
15642|1.55265E+18|28-07-2022|9.36.15|@naomiallen_usa The war has started in 2014. Russia started the war and Ukraine never prepared for counteroffensive. It was frozen conflict. Did UA military forces  accumulate near the border with RU before 24/02/22?|usa war started 2014 russia started war ukraine never prepared counteroffensive frozen conflict ua military force accumulate near border ru 240222|0.25|0|Neutral|Opinion|spam
15646|1.55265E+18|28-07-2022|9.34.57|@KyivIndependent In the west we continue our public debates about arming Ukraine, worrying that sending weapons that can target 300km will escalate the war, while 100km will not? Enough already! There is no greater cause for the free world than the comple|west continue public debate arming ukraine worrying sending weapon target 300km escalate war 100km enough already greater cause free world plete decisive defeat russia|0.466666667|0.225|Positive|Opinion|spam
15657|1.55265E+18|28-07-2022|9.32.59|In the west we continue our public debates about arming Ukraine, worrying that sending weapons that can target 300km will escalate the war, while 100km will not? Enough already! There is no greater cause for the free world than the complete and decisive defeat of Russia now!|west continue public debate arming ukraine worrying sending weapon target 300km escalate war 100km enough already greater cause free world plete decisive defeat russia|0.466666667|0.225|Positive|Opinion|spam
15660|1.55265E+18|28-07-2022|9.32.31|@cartwrightpg @52Kii @CharlotteEmmaUK This war started in 2014 when the democratically elected president was violently overthrown and all that ensued, it has been the Ukraine government that is killing Ukrainians they don’t like.I do agree that Russia h|war started 2014 democratically elected president violently overthrown ensued ukraine government killing ukrainian likei agree russia reacted recently|0.625|-0.4|Negative|Opinion|spam
15678|1.55265E+18|28-07-2022|9.28.22|"Read InfoSecSherpa's #DataPrivacy and #InfoSec News Roundup for Thursday, July 28, 2022 🇺🇦  Includes the @AtlanticCouncil piece by @valeriya_ionan, ""Ukraine’s #tech excellence is playing a vital role in the war against Russia."" #SlavaUkraini    https://t.co/CJdWVPBbIr  https://t.co/2yEbECoUdp"|read infosecsherpas dataprivacy infosec news roundup thursday july 28 2022 includes piece ionan ukraine tech excellence playing vital role war russia slavaukraini|0.4|0.1|Positive|Opinion|spam
15690|1.55265E+18|28-07-2022|9.27.02|Since February 24, 2022, Russia has been waging a war of aggression against Ukraine - with repercussions on a global scale. A new dossier bundles publications and media contributions on the war and its consequences. @SWP_EEE @SWP_Europe  https://t.co/w7ZFUUTgkH|since february 24 2022 russia waging war aggression ukraine repercussion global scale new dossier bundle publication medium contribution war consequence eee europe|0.227272727|0.068181818|Positive|Opinion|spam
15694|1.55265E+18|28-07-2022|9.26.14|@home_improved @hannibulk @middleeasternxx 1. Russia took crimea and have been funding a civil war in eastern ukraine since 2014 2. Zelenski has been negotiating 3. Which decree are u talking about 4. Ukraine was literally invaded they had no choice but f|improved 1 russia took crimea funding civil war eastern ukraine since 2014 2 zelenski negotiating 3 decree u talking 4 ukraine literally invaded choice fight home soil 5 evacuate woman child|0|0|Neutral|Fact|spam
15714|1.55265E+18|28-07-2022|9.20.15|J J Patrick's 2017 book 'Alternative War' covers Russia's well planned &amp; executed hybrid warfare against the West since circa 1997 including its invasions of South Ossetia &amp; Ukraine, subjugation of Chechnya, action in Syria, support of Trump &amp; US white supremacists, &amp; Brexit.|j j patrick 2017 book alternative war cover russia well planned amp executed hybrid warfare west since circa 1997 including invasion south ossetia amp ukraine subjugation chechnya action syria support trump amp u white supremacist amp brexit|0.05|0.05|Positive|Opinion|spam
15715|1.55265E+18|28-07-2022|9.20.02|@AndreDeveaux07 @MaleehaMBCC No im not. At all. But i dun buy the russian narrative either. People do die in wars and its always the innocent.   Russia annexed chrimea a sovereign part of ukraine in 2014 and started the war.|im dun buy russian narrative either people die war always innocent russia annexed chrimea sovereign part ukraine 2014 started war|0.35|0.25|Positive|Opinion|spam
15747|1.55264E+18|28-07-2022|9.11.48|Russia-Ukraine War: Russian dead and wounded exceed 75,000 - US  https://t.co/pWQFgKyZNn|russiaukraine war russian dead wounded exceed 75000 u|0.2|-0.1|Negative|Opinion|spam
15803|1.55264E+18|28-07-2022|9.00.02|"UKRAINE  Zelensky said  ""coronavirus (in USA) is “nothing” compared to Ukraine’s struggle"" (Jul 27 2022via RT)  Let's Compare: Ukraine struggle vs USA struggle: 4432 Ukraine people have died in Russia/UK war 1000000+ US people have died of COVID #mepolitics #mapoli #portlandme"|ukraine zelensky said coronavirus usa nothing pared ukraine struggle jul 27 2022via rt let compare ukraine struggle v usa struggle 4432 ukraine people died russiauk war 1000000 u people died covid mepolitics mapoli portlandme|0|0|Neutral|Fact|spam
15819|1.55264E+18|28-07-2022|8.55.58|Russia-Ukraine War: Russian dead and wounded exceed 75,000  https://t.co/YlgtKR0HVR #news|russiaukraine war russian dead wounded exceed 75000 news|0.2|-0.1|Negative|Opinion|spam
15836|1.55264E+18|28-07-2022|8.52.18|🗺️ Donetsk, Donetsk Oblast   🗓 18.06  📌 48.01373245844939, 37.7983381692084  Footage of the moment the Hotel Druzhba was struck by shelling.  #Ukraine #Donetsk #Donbas #UkraineWar #WarCrimes #Russia #WarInUkraine #OSINT #OOSI  1/2  https://t.co/dDpjt4xjAc| donetsk donetsk oblast 1806 4801373245844939 377983381692084 footage moment hotel druzhba struck shelling ukraine donetsk donbas ukrainewar warcrimes russia warinukraine osint oosi 12|0|0|Neutral|Fact|spam
15858|1.55264E+18|28-07-2022|8.48.06|@peterbakernyt @nytimes Last time between Xi Jinping &amp; Biden was March 18th, (Day-25 of Russia - Ukraine war).  Xi reiterates “please don’t push us on the Taiwan issue”.   *hint: Beijing is faster to set a readout (only 20 minutes after call end|last time xi jinping amp biden march 18th day25 russia ukraine war xi reiterates please push u taiwan issue hint beijing faster set readout 20 minute call ended white house 25 hour|0.033333333|0|Neutral|Opinion|spam
15881|1.55264E+18|28-07-2022|8.41.32|Твит от My-Name-Is-NoName (@Right2Speak_Now),  в 28 июл., 12:50  -  Russia-Ukraine war analysis  - YouTube -   https://t.co/25iZ7noS5B#   https://t.co/jIDSfg2udW ~  ™©™|твит от mynameisnoname в 28 июл 1250 russiaukraine war analysis youtube |0|0|Neutral|Fact|spam
15891|1.55263E+18|28-07-2022|8.38.58|Russia Ukraine War Update:  AP News: Russia steps up strikes on Ukraine amid counterattacks   July 28, 2022   https://t.co/EWciQykx1G|russia ukraine war update ap news russia step strike ukraine amid counterattack july 28 2022|0|0|Neutral|Fact|spam
15892|1.55263E+18|28-07-2022|8.38.36|@MrPanzin @orchid_pixie @panyiszabolcs @O22780 @hvg_hu Le Pen has made supportive comments of Vladimir Putin and Russia in the past, advocating closer cooperation before the 2022 Russian invasion of Ukraine; she strongly condemned the war in Ukraine, but |pixie hu le pen made supportive ments vladimir putin russia past advocating closer cooperation 2022 russian invasion ukraine strongly condemned war ukraine stated russia could bee ally france end|0.495833333|0.170833333|Positive|Opinion|spam
15896|1.55263E+18|28-07-2022|8.37.12|@GregBelcher101 @Spudmud The fact that Russia News is NOT reporting about BROWN EYES Body Double Biden proves they are ALL working together. World wide economic destruction 2020 to 2022 due to covid-19 pandemic lock downs replaced by further economic dest|fact russia news reporting brown eye body double biden prof working together world wide economic destruction 2020 2022 due covid19 pandemic lock down replaced economic destruction due ukraine war starting feb 2022|0.242361111|-0.013194444|Negative|Opinion|spam
15898|1.55263E+18|28-07-2022|8.36.45|@elenoirebartoli @PaulSavin9 @apmassaro3 You could have stopped the civil war in Ukraine back in 2014. It was enough to impose sanctions against the Ukrainian government. But you did not notice the war. Now this war will end Russia. And you just shut up f|could stopped civil war ukraine back 2014 enough impose sanction ukrainian government notice war war end russia shut another 8 year|0.25|0|Neutral|Opinion|spam
15906|1.55263E+18|28-07-2022|8.34.10|Since Russia's war in Ukraine began five months ago, thousands of people have had their lives torn apart by the violence.  Official estimates suggest 47,000 people have died, 17 million people have been displaced - and more than 20,000 alleged war crime incidents have occurred.|since russia war ukraine began five month ago thousand people life torn apart violence official estimate suggest 47000 people died 17 million people displaced 20000 alleged war crime incident occurred|0.1|-0.1|Negative|Opinion|spam
15952|1.55263E+18|28-07-2022|8.24.16|"If the war in Ukraine were covered in the manner US Politics gets covered, we'd get headlines like ""Russia and Ukraine have combined to drop explosives on over 1000 schools in Ukraine"""|war ukraine covered manner u politics get covered wed get headline like russia ukraine bined drop explosive 1000 school ukraine|0|0|Neutral|Fact|spam
15992|1.55263E+18|28-07-2022|8.15.57|@realosman007 @KelechiPhD Does Russia or Ukraine supply has or food to Nigeria??? Nigeria’s problem was never because of the Russian war, #N720=$1|russia ukraine supply food nigeria nigeria problem never russian war n7201|0|0|Neutral|Fact|spam
15999|1.55263E+18|28-07-2022|8.14.21|Some math:  Total US KIA + WIA in WWII: 963,932 (292,131 + 671,801). Total per day: approx. 700.  Total US KIA _ WIA in Vietnam: 211,592 (58,220 + 153,372). Total per day: approx. 60 (counting last 10 yrs of war 1965-1975)  Russia in Ukraine: 75,000 over ~150 days = 500 per day.|math total u kia wia wwii 963932 292131 671801 total per day approx 700 total u kia wia vietnam 211592 58220 153372 total per day approx 60 counting last 10 yr war 19651975 russia ukraine 75000 150 day 500 per day|0.613333333|0|Neutral|Opinion|spam
16001|1.55263E+18|28-07-2022|8.13.56|"""A cargo plane full of dead Russians is heading home to the Republic of Tuva, some 2,000 kilometers east of Ukraine.""  During Russia's war in Afghanistan 1979-89, An-12 cargo planes used for repatriating ""Cargo 200"" corpses in coffins were known as ""Black Tulips""."|cargo plane full dead russian heading home republic tuva 2000 kilometer east ukraine russia war afghanistan 197989 an12 cargo plane used repatriating cargo 200 corps coffin known black tulip|0.345833333|-0.004166667|Negative|Opinion|spam
16024|1.55263E+18|28-07-2022|8.08.34|@Reuters Long before the US backed a coup in Ukraine in 2014, they were drawing up plans to provoke Russia into a war of attrition with the ultimate aim of balkanising Russia, then doing the same to China. A real update:  https://t.co/XXq7g8QtEF|long u backed coup ukraine 2014 drawing plan provoke russia war attrition ultimate aim balkanising russia china real update|0.566666667|0.05|Positive|Opinion|spam
16029|1.55263E+18|28-07-2022|8.07.04|washingtonpostさんからRT:　Analysis: Whether they like it or not, African states has been dragged into the Russia-Ukraine war. The most glarin…  https://t.co/jXpimFTYiB　　07月28日21時07分台のニュースでした|washingtonpostさんからrt analysis whether like african state dragged russiaukraine war glarin 07月28日21時07分台のニュースでした|0|0|Neutral|Fact|spam
16039|1.55263E+18|28-07-2022|8.04.53|@2ontrack For full picture: Ukraine is the biggest producer of sunflower oil in the world - 30%. Russia produces around 28%. So some of the strain is caused directly by war.|full ture ukraine biggest producer sunflower oil world 30 russia produce around 28 strain caused directly war|0.475|0.225|Positive|Opinion|spam
16056|1.55262E+18|28-07-2022|7.59.20|@zerohedge at september rusia will start new season war if germany export weapon to ukraine russia posibilies cut gas to 10 % again.|september rusia start new season war germany export weapon ukraine russia posibilies cut gas 10|0.454545455|0.136363636|Positive|Opinion|spam
16067|1.55262E+18|28-07-2022|7.55.00|🚨 NOW ⏰ 8:05am EST  @generalkellogg joins @JrzyJoePiscopo to discuss China’s warnings over Nancy Pelosi’s possible visit to Taiwan and the latest in the Russia-Ukraine war  LISTEN🎙️LIVE:  https://t.co/6JNr9biXHm  https://t.co/2AHy8Rclsv| 805am est join discus china warning nancy pelosi possible visit taiwan latest russiaukraine war listen live|0.8|0.212121212|Positive|Opinion|spam
